partida_id,rodata_x,clube,atleta,minuto,tipo_de_gol,rodata_y,mandante,visitante,data,casa_ou_fora
6756,26,Atletico-MG,Luan Madson Gedeão de Paiva,85,,26,CSA,Atletico-MG,16/10/2019,Fora
6757,26,Bahia,Arthur Caike do Nascimento Cruz,90+1,Penalty,26,Gremio,Bahia,16/10/2019,Fora
6758,26,Flamengo,Gabriel Barbosa,83,Penalty,26,Fortaleza,Flamengo,16/10/2019,Fora
6758,26,Fortaleza,Bruno Ferreira Melo,61,Penalty,26,Fortaleza,Flamengo,16/10/2019,Casa
6758,26,Flamengo,Reinier,90,,26,Fortaleza,Flamengo,16/10/2019,Fora
6759,26,Cruzeiro,Thiago Neves,58,,26,Cruzeiro,Sao Paulo,16/10/2019,Casa
6760,26,Palmeiras,Felipe Melo,90+9,,26,Palmeiras,Chapecoense,16/10/2019,Casa
6762,26,Vasco,Bruno Gomes,8,,26,Vasco,Botafogo-RJ,16/10/2019,Casa
6762,26,Vasco,Ribamar,18,,26,Vasco,Botafogo-RJ,16/10/2019,Casa
6762,26,Botafogo-RJ,Marcelo da Conceição Benevenuto Malaquias,22,,26,Vasco,Botafogo-RJ,16/10/2019,Fora
6761,26,Corinthians,Janderson,11,,26,Goias,Corinthians,16/10/2019,Fora
6761,26,Corinthians,Gustavo,90+7,Penalty,26,Goias,Corinthians,16/10/2019,Fora
6761,26,Goias,Michael Richard Delgado de Oliveira,37,,26,Goias,Corinthians,16/10/2019,Casa
6761,26,Goias,Leandro Barcia Montero,71,,26,Goias,Corinthians,16/10/2019,Casa
6765,26,Fluminense,Frazan,4,,26,Fluminense,Athletico-PR,17/10/2019,Casa
6765,26,Athletico-PR,Madson,45+3,,26,Fluminense,Athletico-PR,17/10/2019,Fora
6765,26,Athletico-PR,Madson,71,,26,Fluminense,Athletico-PR,17/10/2019,Fora
6764,26,Ceara,Lima,18,,26,Santos,Ceara,17/10/2019,Fora
6764,26,Santos,Eduardo Sasha,56,,26,Santos,Ceara,17/10/2019,Casa
6764,26,Santos,Gustavo Henrique Vernes,84,,26,Santos,Ceara,17/10/2019,Casa
6763,26,Internacional,Patrick,22,,26,Avai,Internacional,17/10/2019,Fora
6763,26,Internacional,Martín Sarrafiore,85,,26,Avai,Internacional,17/10/2019,Fora
6766,27,Fortaleza,Wellington Paulista,35,,27,Fortaleza,Gremio,19/10/2019,Casa
6766,27,Fortaleza,Osvaldo Filho,41,,27,Fortaleza,Gremio,19/10/2019,Casa
6766,27,Gremio,Paulo Miranda,10,,27,Fortaleza,Gremio,19/10/2019,Fora
6767,27,Cruzeiro,Éderson,71,,27,Corinthians,Cruzeiro,19/10/2019,Fora
6767,27,Cruzeiro,Fred,38,Penalty,27,Corinthians,Cruzeiro,19/10/2019,Fora
6767,27,Corinthians,Fagner,34,,27,Corinthians,Cruzeiro,19/10/2019,Casa
6768,27,Vasco,Marrony,53,,27,Internacional,Vasco,20/10/2019,Fora
6769,27,Sao Paulo,Robert Arboleda,51,,27,Sao Paulo,Avai,20/10/2019,Casa
6770,27,Atletico-MG,Leonardo Silva,22,,27,Atletico-MG,Santos,20/10/2019,Casa
6770,27,Atletico-MG,Luan Madson Gedeão de Paiva,2,,27,Atletico-MG,Santos,20/10/2019,Casa
6771,27,Flamengo,Bruno Henrique,4,,27,Flamengo,Fluminense,20/10/2019,Casa
6771,27,Flamengo,Gerson Santos da Silva,66,,27,Flamengo,Fluminense,20/10/2019,Casa
6772,27,Goias,Rafael Diniz Alves e Silva,49,,27,Chapecoense,Goias,20/10/2019,Fora
6772,27,Goias,Rafael Vaz,85,,27,Chapecoense,Goias,20/10/2019,Fora
6772,27,Chapecoense,Henrique Almeida,30,Penalty,27,Chapecoense,Goias,20/10/2019,Casa
6772,27,Chapecoense,Everaldo Stum,23,,27,Chapecoense,Goias,20/10/2019,Casa
6773,27,Athletico-PR,Marcelo Cirino da Silva,7,,27,Athletico-PR,Palmeiras,20/10/2019,Casa
6773,27,Palmeiras,Deyverson,41,,27,Athletico-PR,Palmeiras,20/10/2019,Fora
6774,27,Bahia,Artur Victor Guimarães,76,,27,Bahia,Ceara,21/10/2019,Casa
6774,27,Ceara,Luiz Otávio,86,,27,Bahia,Ceara,21/10/2019,Fora
6774,27,Ceara,Luiz Otávio,90+4,,27,Bahia,Ceara,21/10/2019,Fora
6775,27,CSA,Ricardo Bueno,67,Penalty,27,Botafogo-RJ,CSA,21/10/2019,Fora
6775,27,Botafogo-RJ,Luciano Castán,16,Gol Contra,27,Botafogo-RJ,CSA,21/10/2019,Casa
6775,27,Botafogo-RJ,Igor Cássio,69,,27,Botafogo-RJ,CSA,21/10/2019,Casa
6780,28,Cruzeiro,Luis Manuel Orejuela,80,,28,Cruzeiro,Fortaleza,26/10/2019,Casa
6780,28,Fortaleza,Wellington Paulista,83,,28,Cruzeiro,Fortaleza,26/10/2019,Fora
6777,28,Ceara,Bérgson Gustavo Silveira da Silva,81,,28,Ceara,Vasco,26/10/2019,Casa
6777,28,Vasco,Rossicley Pereira da Silva,18,,28,Ceara,Vasco,26/10/2019,Fora
6778,28,Internacional,Paolo Guerrero,50,,28,Bahia,Internacional,26/10/2019,Fora
6778,28,Internacional,Paolo Guerrero,74,,28,Bahia,Internacional,26/10/2019,Fora
6778,28,Bahia,Artur Victor Guimarães,71,,28,Bahia,Internacional,26/10/2019,Casa
6778,28,Internacional,Guilherme Parede,53,,28,Bahia,Internacional,26/10/2019,Fora
6778,28,Bahia,José Carlos Ferreira Júnior,86,,28,Bahia,Internacional,26/10/2019,Casa
6779,28,Chapecoense,Everaldo Stum,27,,28,Fluminense,Chapecoense,26/10/2019,Fora
6779,28,Fluminense,Marcos Paulo Costa do Nascimento,52,,28,Fluminense,Chapecoense,26/10/2019,Casa
6781,28,Athletico-PR,Rony,54,,28,Athletico-PR,Goias,27/10/2019,Casa
6781,28,Athletico-PR,Adriano Correia Claro,62,,28,Athletico-PR,Goias,27/10/2019,Casa
6781,28,Athletico-PR,Marco Ruben,90+4,,28,Athletico-PR,Goias,27/10/2019,Casa
6781,28,Athletico-PR,Léo Pereira,48,,28,Athletico-PR,Goias,27/10/2019,Casa
6781,28,Goias,Rafael Moura,45+1,,28,Athletico-PR,Goias,27/10/2019,Fora
6782,28,Gremio,Maicon,12,,28,Gremio,Botafogo-RJ,27/10/2019,Casa
6782,28,Gremio,Thaciano,71,,28,Gremio,Botafogo-RJ,27/10/2019,Casa
6782,28,Gremio,Everton Sousa Soares,80,,28,Gremio,Botafogo-RJ,27/10/2019,Casa
6783,28,Sao Paulo,Vitor Bueno,57,,28,Sao Paulo,Atletico-MG,27/10/2019,Casa
6783,28,Sao Paulo,Igor Gomes,51,,28,Sao Paulo,Atletico-MG,27/10/2019,Casa
6784,28,Avai,João Paulo,79,Penalty,28,Avai,Palmeiras,27/10/2019,Casa
6784,28,Palmeiras,Deyverson,54,,28,Avai,Palmeiras,27/10/2019,Fora
6784,28,Palmeiras,Gustavo Scarpa,86,Penalty,28,Avai,Palmeiras,27/10/2019,Fora
6785,28,Flamengo,Giorgian De Arrascaeta,9,,28,Flamengo,CSA,27/10/2019,Casa
6786,29,Palmeiras,Felipe Melo,42,,29,Palmeiras,Sao Paulo,30/10/2019,Casa
6786,29,Palmeiras,Gustavo Scarpa,57,,29,Palmeiras,Sao Paulo,30/10/2019,Casa
6786,29,Palmeiras,Bruno Henrique Corsini,12,,29,Palmeiras,Sao Paulo,30/10/2019,Casa
6788,29,Chapecoense,Henrique Almeida,6,,29,Atletico-MG,Chapecoense,30/10/2019,Fora
6788,29,Chapecoense,Everaldo Stum,50,,29,Atletico-MG,Chapecoense,30/10/2019,Fora
6787,29,Fortaleza,Romarinho,52,,29,Avai,Fortaleza,30/10/2019,Fora
6787,29,Avai,Vinícius Vasconcelos Araújo,51,,29,Avai,Fortaleza,30/10/2019,Casa
6787,29,Fortaleza,Wellington Paulista,89,Penalty,29,Avai,Fortaleza,30/10/2019,Fora
6787,29,Fortaleza,Paulo Marcos de Jesus Ribeiro,23,,29,Avai,Fortaleza,30/10/2019,Fora
6790,29,Gremio,Luciano da Rocha Neves,68,Penalty,29,Vasco,Gremio,30/10/2019,Fora
6790,29,Vasco,Fredy Guarín,9,,29,Vasco,Gremio,30/10/2019,Casa
6790,29,Gremio,Pepê,33,,29,Vasco,Gremio,30/10/2019,Fora
6790,29,Gremio,Everton Sousa Soares,54,,29,Vasco,Gremio,30/10/2019,Fora
6789,29,Ceara,Mateus Gonçalves Martins,90+2,,29,Ceara,Fluminense,30/10/2019,Casa
6789,29,Ceara,Bérgson Gustavo Silveira da Silva,14,,29,Ceara,Fluminense,30/10/2019,Casa
6791,29,CSA,Apodi,25,,29,CSA,Corinthians,30/10/2019,Casa
6791,29,CSA,Ricardo Bueno,80,,29,CSA,Corinthians,30/10/2019,Casa
6791,29,Corinthians,Pedrinho,45,,29,CSA,Corinthians,30/10/2019,Fora
6792,29,Santos,Carlos Andrés Sánchez,54,Penalty,29,Santos,Bahia,31/10/2019,Casa
6793,29,Goias,Michael Richard Delgado de Oliveira,90+4,,29,Goias,Flamengo,31/10/2019,Casa
6793,29,Flamengo,Gabriel Barbosa,55,,29,Goias,Flamengo,31/10/2019,Fora
6793,29,Flamengo,Rodrigo Caio,63,,29,Goias,Flamengo,31/10/2019,Fora
6793,29,Goias,Rafael Moura,77,,29,Goias,Flamengo,31/10/2019,Casa
6794,29,Athletico-PR,Rony,22,,29,Internacional,Athletico-PR,31/10/2019,Fora
6794,29,Internacional,Rodrigo Lindoso,11,,29,Internacional,Athletico-PR,31/10/2019,Casa
6795,29,Cruzeiro,Carlos de Menezes Júnior,26,,29,Botafogo-RJ,Cruzeiro,31/10/2019,Fora
6795,29,Cruzeiro,Éderson,90+7,,29,Botafogo-RJ,Cruzeiro,31/10/2019,Fora
6796,30,Fortaleza,Gabriel Dias de Oliveira,28,,30,Fortaleza,Atletico-MG,02/11/2019,Casa
6796,30,Atletico-MG,Patric Cabral Lalau,24,,30,Fortaleza,Atletico-MG,02/11/2019,Fora
6796,30,Atletico-MG,Fábio Santos,86,,30,Fortaleza,Atletico-MG,02/11/2019,Fora
6796,30,Fortaleza,Gabriel Dias de Oliveira,15,,30,Fortaleza,Atletico-MG,02/11/2019,Casa
6798,30,Palmeiras,José Rafael Vivian,17,,30,Palmeiras,Ceara,02/11/2019,Casa
6799,30,Sao Paulo,Bruno Alves,7,,30,Chapecoense,Sao Paulo,02/11/2019,Fora
6799,30,Sao Paulo,Vitor Bueno,24,,30,Chapecoense,Sao Paulo,02/11/2019,Fora
6799,30,Sao Paulo,Antony Matheus dos Santos,80,,30,Chapecoense,Sao Paulo,02/11/2019,Fora
6801,30,Athletico-PR,Marcelo Cirino da Silva,82,,30,Athletico-PR,CSA,03/11/2019,Casa
6800,30,Flamengo,Bruno Henrique,46,,30,Flamengo,Corinthians,03/11/2019,Casa
6800,30,Flamengo,Bruno Henrique,45+2,,30,Flamengo,Corinthians,03/11/2019,Casa
6800,30,Flamengo,Victor Vinícius Coelho Santos,67,,30,Flamengo,Corinthians,03/11/2019,Casa
6800,30,Flamengo,Bruno Henrique,45+1,,30,Flamengo,Corinthians,03/11/2019,Casa
6800,30,Corinthians,Mateus Vital,52,,30,Flamengo,Corinthians,03/11/2019,Fora
6802,30,Gremio,Pedro Geromel,34,,30,Gremio,Internacional,03/11/2019,Casa
6802,30,Gremio,Rômulo Borges Monteiro,78,,30,Gremio,Internacional,03/11/2019,Casa
6803,30,Santos,Mário Sérgio Santos Costa,13,,30,Santos,Botafogo-RJ,03/11/2019,Casa
6803,30,Santos,Yeferson Soteldo,68,,30,Santos,Botafogo-RJ,03/11/2019,Casa
6803,30,Santos,Yeferson Soteldo,69,,30,Santos,Botafogo-RJ,03/11/2019,Casa
6803,30,Santos,Eduardo Sasha,3,,30,Santos,Botafogo-RJ,03/11/2019,Casa
6803,30,Botafogo-RJ,Igor Cássio,34,,30,Santos,Botafogo-RJ,03/11/2019,Fora
6804,30,Cruzeiro,Luiz Ricardo Alves,74,,30,Cruzeiro,Bahia,03/11/2019,Casa
6804,30,Bahia,José Fernando Viana de Santana,66,Penalty,30,Cruzeiro,Bahia,03/11/2019,Fora
6805,30,Goias,Thalles,90+4,,30,Goias,Avai,03/11/2019,Casa
6805,30,Goias,Rafael Moura,90+1,Penalty,30,Goias,Avai,03/11/2019,Casa
6806,31,Corinthians,Júnior Urso,48,,31,Corinthians,Fortaleza,06/11/2019,Casa
6806,31,Fortaleza,Romarinho,34,,31,Corinthians,Fortaleza,06/11/2019,Fora
6806,31,Corinthians,Mauro Boselli,37,,31,Corinthians,Fortaleza,06/11/2019,Casa
6806,31,Fortaleza,Kieza,52,,31,Corinthians,Fortaleza,06/11/2019,Fora
6806,31,Corinthians,Mauro Boselli,72,,31,Corinthians,Fortaleza,06/11/2019,Casa
6807,31,Atletico-MG,Bruninho,90+4,,31,Atletico-MG,Goias,06/11/2019,Casa
6807,31,Atletico-MG,José Marcos Costa Martins,54,,31,Atletico-MG,Goias,06/11/2019,Casa
6808,31,Avai,João Paulo,35,,31,Avai,Santos,06/11/2019,Casa
6808,31,Santos,Eduardo Sasha,9,,31,Avai,Santos,06/11/2019,Fora
6808,31,Santos,Mário Sérgio Santos Costa,24,,31,Avai,Santos,06/11/2019,Fora
6810,31,Vasco,Mayke,18,Gol Contra,31,Vasco,Palmeiras,06/11/2019,Casa
6810,31,Palmeiras,Lucas Rafael Araújo Lima,12,,31,Vasco,Palmeiras,06/11/2019,Fora
6810,31,Palmeiras,Luiz Adriano,77,,31,Vasco,Palmeiras,06/11/2019,Fora
6811,31,Bahia,Marco Antonio Rosa Furtado Júnior,85,,31,Bahia,Chapecoense,06/11/2019,Casa
6811,31,Chapecoense,Henrique Almeida,14,,31,Bahia,Chapecoense,06/11/2019,Fora
6812,31,Ceara,Thiago Galhardo,42,,31,Ceara,Internacional,07/11/2019,Casa
6812,31,Ceara,Mateus Gonçalves Martins,88,,31,Ceara,Internacional,07/11/2019,Casa
6813,31,Fluminense,Rodrigo Junior Paula Silva,37,,31,Sao Paulo,Fluminense,07/11/2019,Fora
6813,31,Fluminense,Marcos Paulo Costa do Nascimento,40,,31,Sao Paulo,Fluminense,07/11/2019,Fora
6814,31,Flamengo,Lincoln Corrêa dos Santos,89,,31,Botafogo-RJ,Flamengo,07/11/2019,Fora
6815,31,Gremio,Ronaldo Alves,90+3,Gol Contra,31,Gremio,CSA,07/11/2019,Casa
6815,31,Gremio,Diego Tardelli,8,,31,Gremio,CSA,07/11/2019,Casa
6815,31,CSA,Rafinha,90,,31,Gremio,CSA,07/11/2019,Fora
6816,32,Santos,Yeferson Soteldo,73,,32,Goias,Santos,09/11/2019,Fora
6816,32,Santos,Mário Sérgio Santos Costa,60,,32,Goias,Santos,09/11/2019,Fora
6816,32,Santos,Yeferson Soteldo,25,,32,Goias,Santos,09/11/2019,Fora
6817,32,Palmeiras,Bruno Henrique Corsini,90+4,,32,Palmeiras,Corinthians,09/11/2019,Casa
6817,32,Corinthians,Michel Macedo Rocha Machado,90+2,,32,Palmeiras,Corinthians,09/11/2019,Fora
6820,32,Athletico-PR,Marcelo Cirino da Silva,90,,32,Sao Paulo,Athletico-PR,10/11/2019,Fora
6818,32,Internacional,William Pottker,35,,32,Internacional,Fluminense,10/11/2019,Casa
6818,32,Internacional,William Pottker,39,,32,Internacional,Fluminense,10/11/2019,Casa
6818,32,Fluminense,Wellington Nem,72,,32,Internacional,Fluminense,10/11/2019,Fora
6821,32,Flamengo,Reinier,54,,32,Flamengo,Bahia,10/11/2019,Casa
6821,32,Flamengo,Bruno Henrique,72,,32,Flamengo,Bahia,10/11/2019,Casa
6821,32,Bahia,Willian Arão,39,Gol Contra,32,Flamengo,Bahia,10/11/2019,Fora
6821,32,Flamengo,Gabriel Barbosa,87,,32,Flamengo,Bahia,10/11/2019,Casa
6822,32,Gremio,Luciano da Rocha Neves,3,,32,Chapecoense,Gremio,10/11/2019,Fora
6823,32,Fortaleza,Wellington Paulista,13,,32,Fortaleza,Ceara,10/11/2019,Casa
6824,32,Vasco,Raul,26,,32,CSA,Vasco,10/11/2019,Fora
6824,32,Vasco,Oswaldo José Henríquez Bocanegra,67,,32,CSA,Vasco,10/11/2019,Fora
6824,32,Vasco,Carlos Andrade Souza,81,Gol Contra,32,CSA,Vasco,10/11/2019,Fora
6825,32,Botafogo-RJ,Ricardo Thalheimer,13,Gol Contra,32,Botafogo-RJ,Avai,11/11/2019,Casa
6825,32,Botafogo-RJ,Diego Souza,88,Penalty,32,Botafogo-RJ,Avai,11/11/2019,Casa
6826,34,Flamengo,Bruno Henrique,65,,34,Flamengo,Vasco,13/11/2019,Casa
6826,34,Vasco,Ribamar,90+3,,34,Flamengo,Vasco,13/11/2019,Fora
6826,34,Flamengo,Danilo Barcelos,45+5,Gol Contra,34,Flamengo,Vasco,13/11/2019,Casa
6826,34,Flamengo,Bruno Henrique,80,,34,Flamengo,Vasco,13/11/2019,Casa
6826,34,Vasco,Yago Pikachu,38,Penalty,34,Flamengo,Vasco,13/11/2019,Fora
6826,34,Vasco,Marrony,34,,34,Flamengo,Vasco,13/11/2019,Fora
6826,34,Flamengo,Éverton Ribeiro,1,,34,Flamengo,Vasco,13/11/2019,Casa
6826,34,Vasco,Marcos Antônio Candido Ferreira Júnior,52,,34,Flamengo,Vasco,13/11/2019,Fora
6836,33,Sao Paulo,Daniel Alves,55,,33,Santos,Sao Paulo,16/11/2019,Fora
6836,33,Santos,Carlos Andrés Sánchez,8,Penalty,33,Santos,Sao Paulo,16/11/2019,Casa
6837,33,Atletico-MG,Franco Di Santo,89,,33,Fluminense,Atletico-MG,16/11/2019,Fora
6837,33,Fluminense,Patric Cabral Lalau,16,Gol Contra,33,Fluminense,Atletico-MG,16/11/2019,Casa
6841,33,Athletico-PR,Thonny Anderson,59,,33,Athletico-PR,Botafogo-RJ,17/11/2019,Casa
6838,33,Flamengo,Gabriel Barbosa,37,Penalty,33,Gremio,Flamengo,17/11/2019,Fora
6839,33,Bahia,Arthur Caike do Nascimento Cruz,45+2,,33,Bahia,Palmeiras,17/11/2019,Casa
6839,33,Palmeiras,Miguel Borja,71,,33,Bahia,Palmeiras,17/11/2019,Fora
6840,33,Chapecoense,Everaldo Stum,82,,33,Chapecoense,Ceara,17/11/2019,Casa
6843,33,Fortaleza,Paulo Marcos de Jesus Ribeiro,54,,33,Fortaleza,CSA,17/11/2019,Casa
6843,33,Fortaleza,Paulo Roberto Valoura Junior,34,,33,Fortaleza,CSA,17/11/2019,Casa
6843,33,Fortaleza,Tinga,49,,33,Fortaleza,CSA,17/11/2019,Casa
6844,33,Vasco,Fredy Guarín,35,,33,Vasco,Goias,18/11/2019,Casa
6844,33,Goias,Oswaldo José Henríquez Bocanegra,90+7,Gol Contra,33,Vasco,Goias,18/11/2019,Fora
6827,34,Santos,Diego Pituca,90,,34,Santos,Cruzeiro,23/11/2019,Casa
6827,34,Santos,Eduardo Sasha,23,,34,Santos,Cruzeiro,23/11/2019,Casa
6827,34,Cruzeiro,Luis Manuel Orejuela,14,,34,Santos,Cruzeiro,23/11/2019,Fora
6827,34,Santos,Mário Sérgio Santos Costa,60,,34,Santos,Cruzeiro,23/11/2019,Casa
6827,34,Santos,Yeferson Soteldo,65,,34,Santos,Cruzeiro,23/11/2019,Casa
6829,34,Athletico-PR,Vitor Hugo Naum dos Santos,87,,34,Atletico-MG,Athletico-PR,24/11/2019,Fora
6828,34,Gremio,Pepê,90+4,,34,Palmeiras,Gremio,24/11/2019,Fora
6828,34,Palmeiras,Bruno Henrique Corsini,83,Penalty,34,Palmeiras,Gremio,24/11/2019,Casa
6828,34,Gremio,Everton Sousa Soares,69,Penalty,34,Palmeiras,Gremio,24/11/2019,Fora
6830,34,Goias,Rafael Moura,8,,34,Goias,Bahia,24/11/2019,Casa
6830,34,Bahia,Gilberto Oliveira Souza Junior,59,,34,Goias,Bahia,24/11/2019,Fora
6830,34,Goias,Michael Richard Delgado de Oliveira,12,,34,Goias,Bahia,24/11/2019,Casa
6830,34,Bahia,João Pedro Maturano dos Santos,77,,34,Goias,Bahia,24/11/2019,Fora
6830,34,Goias,Gilberto dos Santos Souza Júnior,71,,34,Goias,Bahia,24/11/2019,Casa
6830,34,Bahia,José Fernando Viana de Santana,90+1,,34,Goias,Bahia,24/11/2019,Fora
6830,34,Goias,Jonathan Marlone,79,,34,Goias,Bahia,24/11/2019,Casa
6831,34,Botafogo-RJ,Diego Souza,19,,34,Botafogo-RJ,Corinthians,24/11/2019,Casa
6833,34,Fortaleza,Osvaldo Filho,8,,34,Internacional,Fortaleza,24/11/2019,Fora
6833,34,Fortaleza,Tinga,72,,34,Internacional,Fortaleza,24/11/2019,Fora
6833,34,Internacional,Paolo Guerrero,43,,34,Internacional,Fortaleza,24/11/2019,Casa
6833,34,Internacional,Paolo Guerrero,83,,34,Internacional,Fortaleza,24/11/2019,Casa
6834,34,Chapecoense,Everaldo Stum,77,,34,Avai,Chapecoense,24/11/2019,Fora
6832,34,Ceara,Felipe de Oliveira Silva,90+6,,34,Ceara,Sao Paulo,24/11/2019,Casa
6832,34,Sao Paulo,Vitor Bueno,45+1,,34,Ceara,Sao Paulo,24/11/2019,Fora
6835,34,Fluminense,Yony González,50,,34,CSA,Fluminense,25/11/2019,Fora
6846,35,Goias,Michael Richard Delgado de Oliveira,72,,35,Internacional,Goias,27/11/2019,Fora
6846,35,Internacional,Paolo Guerrero,78,,35,Internacional,Goias,27/11/2019,Casa
6846,35,Goias,Rafael Moura,14,,35,Internacional,Goias,27/11/2019,Fora
6847,35,Botafogo-RJ,Rhuan,53,,35,Chapecoense,Botafogo-RJ,27/11/2019,Fora
6849,35,Athletico-PR,Márcio Azevedo,33,,35,Athletico-PR,Gremio,27/11/2019,Casa
6849,35,Athletico-PR,Nikão,64,Penalty,35,Athletico-PR,Gremio,27/11/2019,Casa
6848,35,Bahia,José Élber Pimentel da Silva,64,,35,Bahia,Atletico-MG,27/11/2019,Casa
6848,35,Atletico-MG,Juan Cazares,54,,35,Bahia,Atletico-MG,27/11/2019,Fora
6851,35,Corinthians,Mauro Boselli,87,,35,Corinthians,Avai,27/11/2019,Casa
6851,35,Corinthians,Gustavo,22,,35,Corinthians,Avai,27/11/2019,Casa
6851,35,Corinthians,Júnior Urso,52,,35,Corinthians,Avai,27/11/2019,Casa
6850,35,Flamengo,Victor Vinícius Coelho Santos,90+1,,35,Flamengo,Ceara,27/11/2019,Casa
6850,35,Flamengo,Bruno Henrique,65,,35,Flamengo,Ceara,27/11/2019,Casa
6850,35,Ceara,Thiago Galhardo,27,,35,Flamengo,Ceara,27/11/2019,Fora
6850,35,Flamengo,Bruno Henrique,74,,35,Flamengo,Ceara,27/11/2019,Casa
6850,35,Flamengo,Bruno Henrique,85,,35,Flamengo,Ceara,27/11/2019,Casa
6852,35,Fluminense,Marcos Paulo Costa do Nascimento,38,,35,Fluminense,Palmeiras,28/11/2019,Casa
6853,35,Santos,Carlos Andrés Sánchez,69,,35,Fortaleza,Santos,28/11/2019,Fora
6853,35,Fortaleza,Edinho,50,,35,Fortaleza,Santos,28/11/2019,Casa
6853,35,Fortaleza,Osvaldo Filho,65,,35,Fortaleza,Santos,28/11/2019,Casa
6854,35,Sao Paulo,Antony Matheus dos Santos,6,,35,Sao Paulo,Vasco,28/11/2019,Casa
6855,35,CSA,Alan Henrique Costa,43,,35,Cruzeiro,CSA,28/11/2019,Fora
6856,36,Internacional,Paolo Guerrero,84,,36,Botafogo-RJ,Internacional,30/11/2019,Fora
6857,36,Ceara,Mateus Gonçalves Martins,88,,36,Ceara,Athletico-PR,30/11/2019,Casa
6857,36,Athletico-PR,Madson,90+4,,36,Ceara,Athletico-PR,30/11/2019,Fora
6859,36,Flamengo,Giorgian De Arrascaeta,4,,36,Palmeiras,Flamengo,01/12/2019,Fora
6859,36,Flamengo,Gabriel Barbosa,45+1,,36,Palmeiras,Flamengo,01/12/2019,Fora
6859,36,Flamengo,Gabriel Barbosa,46,,36,Palmeiras,Flamengo,01/12/2019,Fora
6859,36,Palmeiras,Matheus Fernandes,84,,36,Palmeiras,Flamengo,01/12/2019,Casa
6858,36,Fluminense,Marcos Paulo Costa do Nascimento,36,,36,Avai,Fluminense,01/12/2019,Fora
6858,36,Avai,João Paulo,90+3,Penalty,36,Avai,Fluminense,01/12/2019,Casa
6860,36,Fortaleza,Bruno Ferreira Melo,16,,36,Goias,Fortaleza,01/12/2019,Fora
6860,36,Fortaleza,Osvaldo Filho,26,,36,Goias,Fortaleza,01/12/2019,Fora
6860,36,Goias,Rafael Moura,43,,36,Goias,Fortaleza,01/12/2019,Casa
6861,36,Bahia,Arthur Caike do Nascimento Cruz,86,,36,CSA,Bahia,01/12/2019,Fora
6861,36,CSA,Nílton Ferreira Júnior,55,,36,CSA,Bahia,01/12/2019,Casa
6861,36,Bahia,Gilberto Oliveira Souza Junior,32,,36,CSA,Bahia,01/12/2019,Fora
6862,36,Atletico-MG,Fábio Santos,74,Penalty,36,Atletico-MG,Corinthians,01/12/2019,Casa
6862,36,Atletico-MG,Juan Cazares,19,,36,Atletico-MG,Corinthians,01/12/2019,Casa
6862,36,Corinthians,Janderson,20,,36,Atletico-MG,Corinthians,01/12/2019,Fora
6863,36,Santos,Evandro Goebel,49,,36,Santos,Chapecoense,01/12/2019,Casa
6863,36,Santos,Lucas Veríssimo,8,,36,Santos,Chapecoense,01/12/2019,Casa
6864,36,Gremio,Luciano da Rocha Neves,62,,36,Gremio,Sao Paulo,01/12/2019,Casa
6864,36,Gremio,Luciano da Rocha Neves,56,Penalty,36,Gremio,Sao Paulo,01/12/2019,Casa
6864,36,Gremio,Alisson Euler de Freitas Castro,58,,36,Gremio,Sao Paulo,01/12/2019,Casa
6865,36,Vasco,Fredy Guarín,10,,36,Vasco,Cruzeiro,02/12/2019,Casa
6866,37,Athletico-PR,Marco Ruben,47,,37,Athletico-PR,Santos,04/12/2019,Casa
6868,37,Atletico-MG,Jair Rodrigues Júnior,41,,37,Atletico-MG,Botafogo-RJ,04/12/2019,Casa
6868,37,Atletico-MG,Luan Madson Gedeão de Paiva,68,,37,Atletico-MG,Botafogo-RJ,04/12/2019,Casa
6867,37,Corinthians,Gustavo,81,,37,Ceara,Corinthians,04/12/2019,Fora
6869,37,Chapecoense,Gustavo Campanharo,2,,37,Chapecoense,CSA,04/12/2019,Casa
6869,37,Chapecoense,Arthur Gomes,59,,37,Chapecoense,CSA,04/12/2019,Casa
6869,37,Chapecoense,Maurício Ramos,79,,37,Chapecoense,CSA,04/12/2019,Casa
6871,37,Sao Paulo,Vitor Bueno,49,,37,Sao Paulo,Internacional,04/12/2019,Casa
6871,37,Internacional,Guilherme Parede,70,,37,Sao Paulo,Internacional,04/12/2019,Fora
6871,37,Sao Paulo,Antony Matheus dos Santos,16,,37,Sao Paulo,Internacional,04/12/2019,Casa
6872,37,Gremio,Aldemir Ferreira,67,,37,Gremio,Cruzeiro,05/12/2019,Casa
6872,37,Gremio,Pepê,85,Penalty,37,Gremio,Cruzeiro,05/12/2019,Casa
6873,37,Palmeiras,Eduardo Pereira Rodrigues,34,,37,Palmeiras,Goias,05/12/2019,Casa
6873,37,Palmeiras,Eduardo Pereira Rodrigues,82,,37,Palmeiras,Goias,05/12/2019,Casa
6873,37,Palmeiras,Gabriel Veron,70,,37,Palmeiras,Goias,05/12/2019,Casa
6873,37,Palmeiras,José Rafael Vivian,22,,37,Palmeiras,Goias,05/12/2019,Casa
6873,37,Palmeiras,Gabriel Veron,90,,37,Palmeiras,Goias,05/12/2019,Casa
6873,37,Goias,Rafael Moura,27,Penalty,37,Palmeiras,Goias,05/12/2019,Fora
